epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
94,41722.1,1.29991,1.0327,0.00131,0.67877,0.6439,0.69084,0.51005,1.11435,0.91886,0.00108,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,42160.5,1.32606,1.04112,0.00133,0.68185,0.64439,0.69407,0.51215,1.11497,0.91751,0.00109,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,42604.2,1.29416,1.00975,0.00132,0.664,0.65696,0.69496,0.5133,1.114,0.91595,0.00109,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,43046.3,1.30671,1.01569,0.00131,0.67202,0.64837,0.69494,0.51319,1.11336,0.9171,0.00109,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,43482.9,1.30203,0.99178,0.00131,0.67502,0.65201,0.69673,0.51503,1.11301,0.91738,0.00109,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,43916.2,1.29823,0.99313,0.0013,0.68857,0.64978,0.69617,0.51366,1.11306,0.91758,0.00108,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,44350.5,1.29548,0.97677,0.00131,0.70126,0.65061,0.69796,0.51523,1.11304,0.91609,0.00108,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,44786.7,1.29188,0.9656,0.0013,0.70112,0.65598,0.6987,0.51606,1.11213,0.91337,0.00108,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,45220.3,1.27696,0.97159,0.00129,0.7015,0.66131,0.70062,0.51843,1.1116,0.91386,0.00108,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,45654.9,1.30111,0.98071,0.0013,0.70073,0.65992,0.70083,0.51846,1.11108,0.91196,0.00108,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,46090.9,1.2791,0.95967,0.00127,0.7011,0.65941,0.70145,0.51936,1.10942,0.91075,0.00107,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,46607.9,1.29521,0.96592,0.00128,0.69993,0.66234,0.70238,0.51977,1.10867,0.90858,0.00108,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,47136.6,1.28202,0.9517,0.00128,0.70301,0.65994,0.70446,0.52164,1.1084,0.90678,0.00108,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,47665.3,1.28775,0.94762,0.00129,0.70719,0.6621,0.70579,0.52321,1.1082,0.90286,0.00107,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
